requested_amount,term_months,annual_revenue,existing_debt,defaulted
110785.65,6,253756.49,184858.47,1
510898.33,6,2051861.88,1302591.32,0
228644.26,48,735163.87,300696.26,0
48540.66,60,200412.09,58577.19,0
45658.63,24,150834.84,54079.22,1
183469.55,48,330739.74,238630.36,1
868102.65,36,3536465.09,522388.09,0
289653.96,12,1279199.49,825629.66,0
950954.58,12,4433691.92,64521.33,1
585806.07,48,2051476.34,1510825.33,0
442248.05,12,1829822.87,732364.32,0
584287.95,60,2414368.48,437962.24,0
521531.4,12,1066596.47,2437.39,0
761188.49,60,1579292.87,706950.2,0
289671.11,36,506373.86,99041.81,1
359519.89,24,941833.44,475636.69,1
895153.36,6,2826249.85,635723.71,0
946991.95,48,4727992.24,332941.54,0
893632.65,48,2688473.0,1086254.14,0
425253.51,60,1718810.5,776195.21,0
782561.85,36,3073033.98,1112659.62,0
481572.38,36,1067013.58,390984.13,1
502564.45,6,856759.33,404150.6,0
212633.31,24,725297.25,305410.2,0
595219.0,48,2351751.68,2758943.15,1
194274.54,60,970183.99,152967.47,0
338249.05,36,931923.04,105710.67,0
856479.9,48,3971733.66,2202868.32,0
215005.05,60,609918.5,257921.56,0
80446.7,12,314783.19,108248.93,1
78317.52,48,281464.18,179763.06,0
941376.68,24,1586620.52,1868115.29,1
511851.23,60,359182.5,163243.18,0
415317.95,24,653159.87,38880.05,0
812769.8,48,2274064.31,1354258.21,0
837467.67,12,3442246.44,1914418.97,1
338869.12,24,713198.82,701965.98,0
696681.88,36,2522326.57,1784749.77,0
773411.59,60,1941957.02,1177646.65,0
658104.18,48,2822920.89,1907142.52,1
160079.12,12,687441.62,190093.89,1
877124.25,36,3696158.44,1015223.43,0
543703.61,48,1814293.98,1370591.43,0
289647.7,12,722955.88,528957.63,0
430975.9,36,1867441.91,819429.54,1
47195.38,24,101533.87,29774.51,1
136588.13,48,343404.22,455685.78,1
767891.28,48,1646218.36,425924.28,1
10011.52,24,38641.82,4749.39,0
422400.17,6,1648132.01,2100137.94,1
527285.08,36,1995133.36,68028.96,0
64088.08,24,189354.97,57427.86,0
973347.38,48,1801275.23,1163859.86,1
233864.08,36,1096610.55,1462519.75,0
311156.73,36,1019678.77,759714.1,0
310903.09,6,909205.83,695233.09,0
238112.5,48,847891.74,553379.12,0
11459.08,12,24920.82,19690.31,0
732051.35,6,1437690.82,610459.75,1
967177.04,6,2823516.95,1285715.67,0
232050.55,12,532619.23,356286.82,0
666416.72,12,1569422.06,618735.55,0
744477.36,6,3442307.13,1120044.14,0
849941.13,36,2853810.89,1403512.39,0
428402.91,24,1367522.8,1300509.39,1
309901.6,24,1212700.3,728489.27,0
332042.18,6,1603902.66,857383.1,1
715495.12,36,1354214.02,807893.53,1
818611.67,12,3616111.44,1951426.35,0
189797.83,60,672656.25,258539.59,0
377231.6,6,758831.07,81914.04,0
902920.79,48,2293439.23,1441093.05,1
808626.58,36,2578115.79,63481.77,0
985009.82,48,3860371.69,3065135.41,0
756705.78,48,1777596.13,1178131.68,1
399263.25,6,1346345.96,1207533.65,0
594731.46,36,2317282.34,1791920.64,0
664404.11,48,2040114.36,999607.53,0
87671.26,36,396325.9,17892.65,0
549051.99,24,2494401.86,1116259.15,0
712227.62,60,2241678.93,497122.23,0
175648.09,48,861596.03,1241769.71,1
782825.4,48,1381332.86,507872.06,0
587935.05,36,888821.59,550785.49,0
952699.57,60,2698368.07,3703314.57,0
51998.08,24,187392.75,71161.32,0
272672.88,48,1009489.69,243870.21,0
605538.34,6,1918079.07,828414.12,1
303594.31,36,588089.99,116860.94,0
717279.92,36,1503950.45,314017.41,0
761415.23,48,3413057.43,2067654.15,0
111490.8,24,505910.57,138638.63,0
518715.92,48,2001540.53,82302.82,0
513801.65,12,257223.08,70721.38,1
375587.96,48,1349069.68,689182.72,0
933595.61,60,2063470.92,1343708.47,0
829231.26,60,2486762.93,1913686.78,0
700237.29,12,2755875.78,1645192.63,1
717183.37,60,480775.12,164944.95,0
467098.98,60,731024.46,174930.81,0
921784.58,6,4459085.73,462424.99,0
697649.47,36,3109323.35,1561344.07,0
731691.25,60,1764771.65,719862.09,0
863073.99,36,642705.62,348450.06,0
281330.87,24,1331071.39,252512.93,0
809000.19,48,1485355.53,384581.32,0
203288.2,6,662842.15,154890.49,0
351888.53,12,1089746.2,695390.45,0
342254.35,24,1004762.09,137636.18,0
978740.21,6,4330494.91,2107988.32,1
857971.85,6,2430000.65,99834.18,1
704158.16,12,1213138.93,533322.64,1
729786.19,12,1262845.45,64570.78,0
566452.07,36,934422.8,131474.48,0
947619.76,48,2778429.64,2887521.1,0
501296.17,24,2012414.36,558204.06,0
386712.53,48,855805.9,235333.9,0
171404.98,24,644935.2,426389.51,1
788343.6,6,3078331.7,555792.67,1
737099.49,60,1764031.98,121911.18,0
390511.49,60,1406603.56,679121.47,0
34941.48,12,136168.32,74887.21,0
840607.35,12,2633746.97,621192.64,0
21303.8,6,57062.4,27518.42,1
706662.78,6,2591353.92,1608829.78,0
970554.54,24,4777520.57,1328353.05,0
443284.71,6,1327170.01,557787.09,1
242623.67,24,696590.23,81714.64,0
707822.3,48,2211898.08,41843.45,0
818956.86,12,1446903.81,1135956.05,1
550966.01,12,1893158.59,453950.43,1
967364.92,60,2563943.51,572071.28,0
61152.03,60,117716.28,91653.44,0
509747.64,12,1596477.92,930086.99,1
721269.41,48,1090446.8,510588.97,0
864014.07,48,2511039.47,1404822.92,0
187463.06,36,350569.69,199102.99,1
802003.45,24,1271195.09,776279.06,0
557180.0,60,2443603.52,131347.07,0
402588.15,24,1894930.41,625829.45,0
140397.88,60,312646.6,73817.19,0
866642.8,36,2935790.55,165742.14,0
165700.48,12,409753.02,135250.95,1
316689.98,24,1022123.57,985999.12,1
297145.08,60,899817.59,128492.28,0
872699.89,24,2130852.73,519973.66,0
675975.96,12,2671036.22,2683571.18,1
798714.58,6,1551677.48,719140.02,1
257963.22,60,434862.72,302241.93,0
628625.36,6,2631968.9,2725165.5,1
576028.52,36,2206624.2,1704592.57,1
834502.07,48,2707826.89,1293676.88,0
907026.19,24,2845580.79,1590036.26,1
22035.2,60,71414.76,49162.28,0
677279.72,24,2051875.98,1378848.26,0
61317.44,36,176295.18,101365.73,1
553370.08,36,1797853.52,719509.91,0
294756.4,24,987375.9,215806.32,1
313708.83,60,1230258.77,863361.9,1
359428.92,12,1433842.86,890881.49,0
625079.52,12,1763787.99,1182312.17,1
340709.47,48,1004204.31,113104.99,0
735372.06,24,2064880.69,520040.83,1
410482.11,24,296448.66,100765.28,1
77669.67,60,239745.87,160793.14,0
785922.24,24,3625921.12,2590029.32,1
292900.74,60,1153227.67,262836.93,0
438439.21,24,2036680.5,1118429.52,0
688589.44,36,2741949.01,4112657.75,1
339131.6,6,1661226.82,544315.28,1
66019.8,24,245928.95,335074.73,1
380181.84,6,1852407.69,1134611.29,0
945004.1,12,1940655.33,1384808.54,1
645317.05,48,1086502.17,293167.17,0
674764.36,12,2379852.16,1004752.43,0
635959.33,24,3143054.88,1627972.24,0
207002.22,60,613061.58,161204.41,0
424150.53,12,951009.86,1371149.11,1
753430.4,36,2505453.74,1755369.76,0
110359.17,6,416141.83,98676.49,0
285074.25,60,742084.03,301551.03,0
283555.92,60,34330.67,6339.93,0
437698.74,24,2150370.48,885099.23,0
980565.05,36,4549204.98,2486895.12,1
76827.52,6,193647.51,13248.76,0
523513.98,36,1383926.43,963342.56,1
187571.04,12,525272.87,249502.88,0
970969.78,24,2797300.56,2214573.39,1
122170.47,60,226151.99,317824.45,1
409564.99,60,1706604.04,1135230.76,0
740506.13,12,2057635.07,1303656.75,0
707508.88,60,3239944.88,344347.85,0
428501.35,48,2032935.6,545323.81,0
353058.93,24,559778.32,396231.79,0
403636.25,12,2001939.23,830331.19,0
271633.5,24,1082481.11,347503.7,0
213279.61,6,708381.09,513149.24,0
488209.3,24,1397912.45,104389.98,0
275848.42,24,914386.06,346093.5,1
294587.05,6,776586.41,405299.89,0
660188.5,12,2429102.42,1182567.59,0
968851.96,24,1768572.37,2369295.32,1
607600.83,36,2232282.38,1005978.78,0
86209.67,24,26405.43,14967.9,1
84827.78,12,132477.4,61987.28,0
951908.99,60,3269303.04,1790171.55,1
304317.88,6,1072588.8,219733.75,0
101146.32,60,302730.08,201702.74,0
603054.14,12,1057155.0,380313.23,0
627412.29,48,2902848.65,2721141.09,1
652019.77,60,2373357.07,2603891.12,1
274728.01,24,523355.91,159232.24,0
24959.58,24,11605.11,1675.55,1
965365.22,6,3128159.91,1390428.36,0
258384.12,24,442200.27,86036.29,0
679266.03,36,2461666.18,1452339.62,0
709563.57,36,3071801.73,2167133.67,1
613907.34,60,2530236.41,426869.82,0
319778.32,12,706835.74,90858.15,0
278385.29,6,1257751.38,1054555.45,1
601691.6,48,1623904.0,2288692.66,1
867434.68,60,4174771.69,1451429.96,0
947266.39,12,1658775.11,293230.97,0
114846.75,6,367708.33,125113.46,0
163280.33,6,586165.82,626029.33,0
945288.9,60,2237286.46,1191896.36,1
739169.88,12,3104388.33,1238964.89,1
884163.89,12,3266220.67,2059183.45,1
210606.31,24,329258.33,82374.67,1
591710.01,48,2147487.26,2538440.91,0
704128.2,36,2267415.2,470757.7,0
683310.77,24,285375.14,213340.5,1
414070.17,6,2064188.99,861899.09,1
25240.94,48,117119.67,16252.7,0
587096.8,48,1481701.36,323325.8,0
260570.52,12,884310.74,58648.88,0
455751.7,48,1188489.91,26447.22,0
958005.2,60,4037259.17,1698626.17,0
405044.96,48,1926458.64,2693893.01,1
841403.59,6,2318824.26,1787857.02,1
196655.2,60,849460.96,116431.47,0
675735.89,60,2192375.36,1392443.63,0
977236.88,24,2822284.51,713409.05,0
110874.17,48,530474.86,515759.07,1
18236.74,12,59933.52,46491.0,1
439246.96,24,1377450.68,884407.75,0
101699.23,12,391900.06,197712.29,0
750900.51,48,1812913.9,1011056.33,0
915403.18,24,2413712.26,1914327.7,1
439680.76,48,227764.33,108089.19,1
266124.53,6,144026.21,121464.1,1
440059.29,24,1933281.68,100323.6,0
726213.34,12,1778417.43,948404.09,1
18963.62,6,64538.24,33952.34,0
593559.45,36,2908374.19,1740775.48,1
617158.77,12,1614156.33,2263273.99,1
641311.36,48,1322170.9,999457.83,1
249601.86,12,820716.13,821355.82,1
716912.2,36,2048486.14,1064484.39,1
100477.57,12,206835.12,245463.5,1
207277.63,6,955535.33,734595.85,1
878695.35,60,4364948.75,1964547.67,0
741335.92,12,2587290.26,2377259.31,1
23608.1,24,99422.41,75048.43,1
255892.5,36,1153213.92,857391.65,0
222262.42,12,878700.48,1244040.57,1
278098.26,36,460126.41,342738.53,1
255084.17,60,523361.25,527064.21,1
71901.03,6,125716.23,1900.9,0
464351.11,24,712583.29,136726.58,1
735406.14,48,1890719.94,624663.84,1
610664.41,12,1754588.99,818091.09,0
676142.95,6,1584611.36,889068.05,0
90337.69,36,155933.36,26223.05,0
951975.8,60,3193422.64,3529540.35,0
840106.92,36,2063821.46,1396324.35,0
807039.42,60,3459075.9,1757207.29,0
824753.97,60,1260375.97,928739.7,1
933383.4,6,4152477.77,2700713.16,1
548811.43,12,2657146.21,471109.17,0
208279.2,48,834464.93,533174.27,0
620615.77,12,2524512.42,1925096.39,1
745452.68,24,3553921.86,391234.05,0
740538.22,12,1652695.8,1293991.91,1
526234.53,60,2621163.4,52408.16,0
77774.13,60,327210.09,136686.71,0
377401.81,24,1525834.57,944666.32,0
921558.94,36,2547020.29,1610609.51,1
588604.42,60,2007271.27,1179749.71,0
542948.62,24,2057076.09,871132.84,0
276164.98,60,1013856.88,527987.73,0
374764.43,48,1486857.73,832559.66,0
896392.63,60,1603051.29,634217.39,0
669798.42,6,1838442.28,876105.96,1
789513.16,24,2383540.28,1613881.88,1
459801.97,12,179899.98,45029.54,1
633944.75,24,1333943.66,558342.21,1
255899.77,36,508279.94,3448.06,0
708406.22,60,514471.75,282933.29,0
433325.32,24,140678.13,21989.17,0
448120.06,48,770953.61,296663.72,1
652829.1,24,3141807.5,528339.46,0
936917.82,48,3914772.1,5491640.28,0
73366.28,60,297718.99,115091.15,0
826495.8,12,1739783.44,591294.78,1
299459.28,60,1082037.02,368022.01,0
449480.26,36,1507573.56,1618735.83,1
31694.2,6,156526.27,118609.92,1
308035.62,12,1268136.81,3558.04,1
507604.93,12,1784315.89,1272638.97,0
65614.32,6,293810.71,173207.74,0
496184.77,24,1013621.11,139532.68,1
927839.52,60,1441174.02,544408.66,1
114339.29,24,447731.7,354191.62,0
766796.32,24,1414041.51,728172.82,0
415574.34,60,791260.92,80630.58,0
658621.98,36,2704553.8,990174.44,0
267634.23,12,654866.69,245288.49,0
167897.34,48,621255.29,398728.27,0
168857.99,6,795477.2,583029.38,0
79787.03,12,208057.52,13688.78,0
193790.24,24,437966.82,110030.33,0
667577.19,6,377421.1,90109.48,0
882873.71,48,1727446.83,1376496.14,0
815984.43,12,1401681.27,627086.54,0
688282.97,12,1243554.1,875294.45,0
119327.54,36,359416.47,122498.58,0
296295.57,12,777191.47,862631.31,1
316708.81,12,1258272.34,288482.23,1
257457.38,48,1170361.55,853695.44,1
519855.6,48,98933.11,36023.23,1
540198.28,6,1813570.09,1166090.02,0
363317.12,24,675242.09,138190.66,0
360251.27,48,1435307.88,796428.62,0
830270.04,6,2299765.43,745415.43,1
791399.92,12,1424342.88,35824.41,1
314717.87,6,1400064.12,462590.43,0
914650.56,6,2454700.58,2362933.77,1
953286.87,6,2158118.42,262015.63,0
333475.12,60,1517339.22,223246.85,0
360880.7,6,1680790.51,625069.58,0
510577.81,48,1371615.17,376074.62,0
941709.6,60,2581984.06,910388.03,0
877556.24,24,3096632.57,1141609.49,1
111542.28,6,453647.5,50836.12,0
398803.44,36,686349.58,99490.26,0
557837.48,12,1995218.88,1353820.49,0
508101.15,12,2456603.12,319788.19,1
201924.44,60,488117.73,260035.67,0
860228.6,12,4026639.97,1348209.41,1
680171.38,12,3282227.66,2542378.59,1
839529.29,60,124199.35,6568.1,0
860176.64,12,3560878.85,3708974.17,1
750872.3,6,1753821.84,689531.52,1
444818.5,24,1815588.57,7774.16,0
614441.29,60,468378.54,412074.26,1
168761.75,36,399158.66,385385.67,1
676908.96,60,2711388.22,681523.16,0
187460.72,48,814023.04,236033.77,0
697010.09,36,83806.4,61458.38,1
237302.18,48,495240.09,465118.91,1
126375.79,60,230241.02,77145.36,1
173631.65,48,610113.14,371501.09,1
11972.21,36,58943.3,37432.94,0
721552.22,6,78403.74,5274.35,0
735077.04,60,2223930.55,1252642.29,1
519784.02,60,1755920.43,677886.36,0
169749.17,12,420697.45,45049.59,1
92718.79,60,191995.63,40658.62,0
28937.68,60,5284.43,190.39,1
174090.7,6,543555.64,156647.16,0
891946.98,12,2967288.93,606291.76,0
249121.47,24,1204456.48,1748249.92,0
360728.61,48,1303541.01,605198.16,0
114292.03,36,413760.17,379300.17,1
230137.69,24,448328.17,217117.08,0
524032.33,12,2613721.83,1418471.65,1
611675.16,6,2572067.93,1781186.1,1
252898.79,36,1155801.01,807973.74,1
67154.84,48,198110.23,136413.85,1
397122.54,60,1293606.16,158512.2,0
241861.34,60,804743.62,161637.03,0
227358.38,24,495489.14,199117.39,1
960264.17,48,650969.72,186822.73,1
620137.48,12,2890100.2,304429.21,1
561309.66,48,1163578.29,267855.94,0
421617.35,6,759802.51,592906.58,1
434654.89,24,1775028.94,492644.02,0
545495.95,24,1339850.65,1571774.78,1
699465.51,6,2576494.42,13194.58,0
705124.64,48,2774774.18,1596971.07,0
179976.97,6,472743.29,156402.41,0
505111.62,36,2198753.96,181423.7,0
417838.51,6,1431080.78,1750649.61,1
871821.7,48,3959376.44,2462520.6,0
635104.73,6,2649356.8,1539064.54,0
537179.03,12,2438800.7,1868847.78,1
124240.7,60,195128.07,63608.64,0
609581.51,6,1433901.46,824245.03,0
126031.87,60,228751.35,37736.27,0
343834.51,6,1047763.66,584334.06,1
151413.55,48,24405.04,274.88,0
695152.91,36,2180271.27,220303.99,0
214189.59,36,958283.3,1069646.87,1
397940.78,60,1052602.64,10183.04,0
896718.03,48,2410822.17,890974.02,0
212273.22,48,983773.03,411446.74,0
512727.01,48,1533238.35,762456.86,0
425078.94,12,1812612.78,145569.74,0
27942.8,24,65057.89,9421.0,1
794830.53,6,3831721.33,1879944.78,0
78355.45,48,275107.85,144858.09,0
479512.47,48,280744.23,5817.07,1
565071.51,48,256836.46,111028.83,0
632142.19,36,2038231.73,2788341.59,1
691745.31,48,3219130.01,177955.77,0
260739.66,6,1191485.13,393831.46,0
19878.99,48,33075.63,8639.65,1
726209.23,6,1861234.05,1360436.46,1
540300.03,12,1648790.39,2146930.87,1
837756.53,24,1761740.7,448694.8,0
823174.48,36,3337967.65,2399183.6,1
844892.91,6,146500.89,38752.8,0
490243.71,60,1330148.32,1592828.15,1
340292.11,12,1300420.25,34367.86,1
793642.62,24,2529587.21,2664114.68,0
456781.17,24,1865950.46,1231447.75,1
191607.77,24,932023.81,473021.43,0
856424.28,6,1633983.37,79418.48,1
883734.28,12,3520344.02,210854.42,0
471646.66,48,1087713.67,1498737.17,1
84942.73,60,250637.84,57158.35,0
393947.83,12,636233.44,316991.58,1
805502.28,12,1591411.39,761576.26,0
902756.29,12,484535.92,325085.38,0
211438.02,6,570237.84,128361.48,0
76303.88,60,354702.27,163975.6,0
878576.95,6,3598954.46,2238156.15,1
395510.89,60,1939047.66,761305.77,0
546343.35,60,1965060.6,1305812.11,0
968385.15,6,2271829.69,238589.74,1
75899.08,60,200889.12,117945.66,0
651834.83,12,1707432.93,1900574.0,0
83364.37,6,220309.53,58493.65,0
381714.24,60,1471651.39,431295.63,0
805776.4,24,2705658.35,180845.51,0
439137.51,6,1251096.01,642055.25,0
997210.53,36,2016174.4,891069.61,1
563468.69,6,888864.57,959636.38,0
327950.53,6,743110.11,447181.09,1
227910.21,6,427593.72,283677.47,1
357015.33,60,1516978.7,1100864.89,0
378807.94,6,717364.83,313192.35,0
78026.54,36,314821.39,113985.5,0
375878.46,48,246614.61,292669.95,1
469596.13,6,824997.92,263139.24,0
725510.37,24,3152019.83,1652775.78,1
660162.19,36,2329518.94,1146798.42,0
711678.0,48,1654768.99,492672.52,0
18280.05,60,10390.64,722.27,0
225490.73,6,373954.75,6406.75,0
665067.45,48,1467383.96,502711.35,0
489149.47,24,2021245.95,778101.39,0
15260.34,36,60779.23,40001.4,0
806449.7,36,2026165.3,671733.2,0
775081.48,60,1330882.38,299352.58,1
552934.97,60,2490017.26,3588868.14,1
75798.69,60,196920.58,37492.18,0
768849.9,48,1679934.69,122783.89,0
587876.45,6,1943646.75,175772.58,1
784140.38,12,3674321.23,938140.81,1
754229.52,36,1246298.68,12638.88,0
804972.05,12,3365036.18,3082814.21,1
522827.99,36,1831809.58,2253892.18,1
148921.27,60,445136.38,432251.68,0
674445.9,6,2768115.87,245209.69,1
624269.05,6,3046673.61,2313230.96,1
744830.66,36,1714765.34,853912.14,1
178182.2,48,356857.21,17136.55,0
203025.45,60,32628.33,1624.73,0
891505.42,6,3424571.66,1677004.87,1
752478.02,6,2282229.02,986158.1,0
909146.2,24,3187837.96,174374.16,0
761128.17,6,3127969.37,561321.55,0
601183.75,24,2528345.38,1879153.09,1
657591.41,6,3103587.9,1420228.66,1
890236.64,6,2665323.78,938887.8,0
583018.69,48,1473252.19,294833.61,0
636067.41,48,2378144.69,3149389.79,1
164911.95,60,487322.67,156969.24,0
479182.01,6,1715996.1,1266221.93,1
719233.14,60,2136086.68,1874076.48,0
278233.27,60,566339.72,448984.53,0
210231.64,60,660756.71,109850.92,0
320688.54,60,1256525.81,410901.39,0
249085.62,36,1070443.79,38579.91,0
222763.51,36,718778.09,336262.91,0
430602.33,6,894934.87,346200.37,1
908760.13,36,2682120.99,1430551.15,1
511989.05,6,2176992.16,1794432.64,1
196041.18,48,577342.74,183908.04,0
86201.95,12,339451.02,448675.15,1
699194.58,24,2290035.57,45839.42,0
388970.78,36,911856.78,394672.78,0
823612.64,36,3530437.64,321626.27,0
662915.66,48,1189765.95,414998.29,0
798279.04,36,2663949.75,1686014.47,0
279226.58,6,622987.62,71001.03,1
695435.33,6,1206392.32,903163.53,1
271421.36,12,884906.59,628994.93,0
939677.79,12,3052512.8,1013202.43,0
640010.54,12,2543499.91,12157.61,0
331266.68,6,1360388.83,1137875.12,0
276816.74,60,1120352.15,789530.81,0
199017.32,60,583808.46,81610.86,0
697694.55,12,2589084.65,1897679.35,0
226528.46,12,797223.5,582991.86,1
599350.23,6,1783346.32,672379.84,1
271988.68,48,60204.77,38436.4,0
665349.26,36,3203901.25,1140455.51,1
816790.33,24,1776623.6,801678.33,1
780244.99,60,3643901.97,932369.6,0
763242.82,60,1287662.61,164274.17,0
195845.18,6,505155.66,301693.74,0
97501.1,6,31686.25,35.31,1
701959.34,24,2591828.94,1201681.15,0
374663.74,24,734073.92,507794.77,1
438022.76,12,2009743.32,355768.44,0
40837.6,24,179682.58,47852.99,0
266980.68,36,1009782.44,474586.32,0
43339.64,36,16847.01,3327.22,0
880393.91,60,4195381.73,2844424.7,1
250962.72,36,1106146.53,324413.46,0
561763.8,36,1824385.81,848870.25,0
48589.53,36,192247.23,34776.93,0
670178.92,12,2335074.14,77312.13,1
329797.07,60,1173351.3,163049.15,0
898940.0,6,2389756.7,3163948.85,1
889237.01,60,2772015.08,1039181.66,0
332037.71,60,588843.98,276350.32,1
901951.29,60,2481015.83,88671.92,0
996196.1,24,3920429.94,283783.37,0
827161.51,6,4000364.9,1553821.82,1
846422.63,24,4122691.35,2635817.75,0
256518.65,12,883714.46,443984.63,0
580935.37,12,2104832.18,176317.95,0
76583.35,48,164656.05,116911.36,1
103968.76,48,408969.27,300167.16,0
998903.69,12,1745390.19,453741.17,0
333372.86,12,832231.97,410135.76,0
750702.07,24,2882149.22,1135168.25,1
808598.4,12,2091104.57,1575896.17,0
859443.04,6,592685.67,241222.37,0
997652.01,24,4401188.17,3379992.15,0
249081.52,12,644163.42,102727.34,0
49947.32,24,85952.76,23759.87,0
417079.6,24,734793.56,459301.96,1
138779.86,36,330456.47,207159.39,0
32201.63,48,68365.86,40045.07,1
366822.56,24,1544341.47,1062026.91,0
785900.87,60,2063692.51,1159871.42,0
570518.88,24,2462607.8,1253142.59,0
319650.21,60,673970.0,247441.35,0
657798.59,36,2121451.19,2370615.43,1
239698.0,12,936770.94,304384.23,0
24237.63,24,91665.94,45481.84,0
766709.85,36,2763186.21,898950.53,0
627505.65,6,2972416.21,350731.59,1
764679.6,36,1758639.21,149877.73,0
48548.64,48,156715.85,115903.57,1
838748.43,48,480496.79,9509.57,1
623330.94,12,1104933.99,93227.49,0
567761.4,60,962701.3,342956.47,1
628367.91,12,1455650.71,306183.05,0
865788.91,60,3216903.0,1044461.24,0
591067.14,60,1424222.79,133816.99,1
585140.88,60,1267321.29,132720.92,0
990772.37,60,3077148.86,1970994.86,0
759162.87,48,2769117.35,1681648.96,0
447870.87,48,1061432.45,88525.9,0
710323.03,24,1813042.11,968585.71,0
395338.17,48,1441979.2,702891.4,1
236586.71,12,1138002.06,649446.6,1
600883.36,48,2320368.81,880717.15,0
928900.28,12,3938689.99,850715.53,0
929848.12,6,2588544.05,1374370.21,0
348486.23,48,854798.48,253948.61,0
532400.69,12,1645084.64,288156.84,1
219519.54,60,949414.31,310366.59,0
995674.8,36,3083653.39,3455026.02,1
981306.73,60,4380100.79,1667217.72,0
653013.84,24,3239407.02,777105.92,0
806369.92,12,1412835.36,940234.72,0
717949.16,60,1191031.38,840052.3,1
597226.64,48,1208526.3,418875.63,0
62814.52,48,178725.77,53573.12,0
460216.7,6,901402.4,441830.64,0
678038.44,36,3083261.6,143000.31,0
680756.3,12,1076283.8,1318733.56,0
379391.39,60,988418.72,618582.17,0
942275.07,36,419642.37,133426.78,0
175683.46,6,836321.37,116827.97,1
505355.85,24,1942175.27,44776.27,0
693975.14,36,3256204.85,1660001.77,0
700164.45,6,3433011.66,738766.0,1
652152.57,12,2112872.5,784111.64,0
282535.33,24,655514.99,202609.47,0
164644.5,48,358604.08,50171.52,0
639580.92,6,1458382.66,1742299.37,1
603309.09,48,2401216.38,882866.8,0
187562.45,24,307895.02,153737.56,0
708087.75,6,1189420.14,239677.67,0
460620.27,6,1671360.79,286991.47,0
671082.99,24,199813.66,130173.81,0
838993.41,12,3212019.35,3558525.9,0
178031.14,6,498768.8,308121.99,1
28953.42,24,125102.14,12339.06,0
781311.56,36,2631212.05,471596.65,0
613600.45,48,1146898.83,528061.14,0
702643.17,6,3014232.1,2067043.05,0
839773.43,36,4060923.66,2898247.57,0
804782.83,6,1376280.92,1857251.82,1
961310.95,12,2758702.57,95777.62,0
540575.73,24,1733251.29,2127566.57,0
493610.68,6,993464.38,714572.05,1
407868.33,24,1850490.99,84010.94,0
162154.13,60,404497.33,134707.61,0
576881.16,6,2446281.8,1050160.05,0
284242.4,12,1093901.39,203684.77,0
922094.44,12,3313233.21,1369520.06,0
587358.9,36,1276037.19,1907853.32,1
596911.78,12,1356459.53,940777.94,1
361375.41,24,601950.04,452588.07,1
61469.46,60,143991.81,55766.28,0
41426.33,12,112226.11,36861.06,0
429101.79,6,1894917.18,1009290.22,1
93719.72,12,260763.34,86940.7,1
610778.49,60,84251.92,74342.9,0
882163.28,24,2680054.37,2685571.7,1
884085.67,6,3754746.4,844018.75,1
662454.96,36,3257258.31,127906.83,0
219119.51,36,512618.14,8456.59,0
864366.86,36,3905378.58,2909854.68,1
887232.5,6,3261807.64,657778.76,0
204687.05,36,892544.0,319815.79,0
740051.82,12,2797803.4,2679698.11,1
293654.35,6,876212.68,327715.44,0
804613.91,6,1849213.81,116292.36,0
997265.52,6,1740351.28,768450.09,0
39725.75,48,134047.17,9458.22,0
898392.21,24,4461542.69,339390.9,0
626404.23,48,2557700.13,1742258.42,0
973648.79,48,2575991.75,596438.01,0
470359.42,48,2067331.62,1122429.09,0
848914.05,24,265660.81,108161.0,1
71770.13,48,178400.83,31730.61,0
341926.26,36,530011.76,219560.68,0
76346.37,6,146094.06,8063.64,0
975589.7,6,4459002.64,1238576.63,1
818804.17,12,3625640.81,3947255.53,1
854021.95,60,2163435.31,2273542.22,0
938585.58,36,2344759.47,1238385.9,0
94252.45,24,402931.81,16701.34,0
391741.62,60,1873340.21,726571.1,0
80324.54,6,339530.26,194210.16,0
218685.17,48,791536.52,272254.41,0
237072.12,12,556965.32,389691.44,0
474416.14,12,1584605.75,801421.05,1
275876.55,6,639286.39,490201.18,0
109968.33,36,475947.33,108181.61,0
175816.18,60,501843.34,376900.14,0
155802.81,12,688327.51,334154.15,1
973346.03,6,2760051.41,1645385.66,1
761699.58,36,3339689.27,2410350.24,0
968083.85,6,2581504.35,1138334.35,0
445343.08,6,1354049.81,933948.59,0
285584.8,36,1043586.68,452246.17,0
800310.27,36,1397347.05,669831.08,1
332991.38,36,1604593.79,571361.92,0
306389.54,6,1074698.16,125213.99,1
240180.93,12,787161.79,348557.28,0
138382.19,24,614123.4,480219.06,0
263898.43,24,1195504.63,752867.6,0
361766.55,6,1203927.03,719946.9,0
677254.27,6,3213854.7,1654000.82,0
71939.19,12,49779.07,13854.86,0
218401.87,36,414153.34,56197.36,1
810933.4,6,2910244.38,522800.03,0
155452.7,48,425820.78,2153.66,0
349218.7,36,1091234.43,587940.02,0
866012.33,6,2293440.76,1489594.47,0
163376.06,48,476492.58,102507.41,0
91909.47,60,402495.67,29575.51,0
489692.62,12,1751712.13,470477.74,0
309395.32,48,1544101.06,1302801.83,1
567774.28,6,2415355.61,871221.4,0
805766.84,24,1980439.43,418430.5,0
145777.0,6,353539.53,96087.15,0
584892.09,24,1564962.98,1136231.71,1
510453.67,12,2272237.64,608660.39,1
152638.0,12,243534.96,153040.88,0
